"sv" "en"
"terrorattacker" "terrorist attacks"
"landstinget_i_östergötland" "Östergötland County Council"
"regelförändringen" "rule change"
"regelförändringarna" "rule changes"
"luckrat" "loosened"
"partidistrikt" "party district"
"kommunföreträdare" "municipality representatives"
"benhård" "hardline"
"volymmål" "volume target"
"sysslolösa" "idly"
"infriade" "fulfilled"
"kasta_in_handduken" "throw in the towel"
"inkomstminskningar" "income reductions"
"rätte" "Right"
"träffbild" "hit rate"
"fortbilda" "retraining"
"avrättats" "executed"
"turk" "Turkish"
"råds" "Council"
"förhandlingsstarten" "negotiations start"
"rådsbeslut" "Council Decision"
"open" "open"
"slutbehandling" "finishing"
"lagstiftningsärendena" "law cases"
"sammanträdesrum" "meeting"
"eugrundlag" "eugrundlag"
"förhandlingsspel" "bargaining games"
"grundlagsförändringar" "constitutional changes"
"fnfamiljeår" "fnfamiljeår"
"förälders" "parent"
"frånfälle" "death"
"efterlämnar" "leaves"
"insatsområden" "action areas"
"familjeseparationer" "family separations"
"lägesbedömning" "situation assessment"
"assyriska" "Assyrian"
"kinden" "the cheek"
"sammansättningar" "compositions"
"kärnfamiljer" "nuclear families"
"ensamboende" "living alone"
"samlevnadsform" "form of cohabitation"
"avlösning" "respite care"
"äldreåret" "older year"
"raseri" "rage"
"slaveri" "Slavery"
"dukar" "tablecloths"
"day" "Day"
"families" "families"
"fub" "fub"
"handikappförbundens_samarbetsorgan" "Disability Federation"
"bortglömd" "forgotten"
"papparollen" "fatherhood"
"forskningsmöjligheter" "research opportunities"
"kommuniceras" "communicated"
"utforska" "explore"
"forskarens" "researcher"
"socialvetenskapliga_forskningsrådet" "Social Science Research Council"
"tillgodogör" "assimilates"
"skolforskningen" "school research"
"utvärderingsverksamhet" "evaluation activities"
"skolfolk" "Public school"
"forskande" "searching"
"kaotiska" "chaotic"
"karriärmöjligheter" "career opportunities"
"engelskan" "English"
"teach" "teach"
"kollegiet" "College"
"värdegrunden" "values"
"utvecklingsarbeten" "development work"
"fackföreningsmedlemmar" "unionists"
"stridsflyg" "fighter"
"kurdistans" "Kurdistan"
"kdp" "kdp"
"puk" "PUK"
"baser" "bases"
"ögonvittnen" "eyewitnesses"
"inmarsch" "invasion"
"jämnats" "razed"
"slummen" "slums"
"förföljelserna" "persecutions"
"trakasserierna" "harassment"
"hyllor" "shelves"
"bokhandlar" "bookstores"
"meriterande" "merit"
"skötta" "to care"
"stödkommitten" "support committee"
"centrums" "center"
"rehabiliteringsmöjligheter" "rehabilitation facilities"
"hotelser" "intimidation"
"flata" "flat"
"ministerkommitten" "Committee of ministers"
"fundamentalismen" "fundamentalism"
"konfiskeras" "confiscated"
"djurfoder" "animal feed"
"konsumentfråga" "consumer issue"
"välutrustad" "equipped"
"arla" "country"
"budgeteras" "budgeted"
"low" "Low"
"department" "department"
"pottkanten" "pot edge"
"carolina" "carolina"
"tidsplanerna" "timetables"
"avrustar" "disarm"
"låneskuld" "debt"
"ofantlig" "immense"
"regnen" "rains"
"bilavgaser" "vehicle exhaust"
"näringsintag" "nutrition"
"incident" "incident"
"naturvärde" "natural value"
"sekretesskyddet" "confidentiality"
"smittad" "infected"
"hivsmitta" "HIV infection"
"integritetskänsligt" "privacy sensitive"
"försinka" "slow down"
"beredningsunderlag" "basis of preparation"
"sekretesslag" "Secrecy"
"sekretessbelägga" "confidential"
"inspekterat" "inspected"
"salmonellagarantierna" "salmonella guarantees"
"kycklingar" "chickens"
"flyktinglagstiftning" "refugee law"
"nollställningsbeslut" "resetting decision"
"skyddsbehövande" "need of protection"
"krisområden" "crisis areas"
"nyckelorden" "key words"
"skyddsaspekten" "protection aspect"
"logi" "accommodation"
"arbetspraktik" "trainee"
"governmental" "governmental"
"organizations" "organizations"
"brygga" "bridge"
"integrations" "integration"
"invandringens" "immigration"
"diskrimineringsombudsmannens" "discrimination Ombudsman"
"marknadsstyrning" "market control"
"ägartillskott" "&#39;contributions"
"landningsbanan" "runway"
"myndighetsuppgifterna" "authority data"
"sila" "strain"
"brommafrågan" "bromma question"
"stockholmsfråga" "Stockholm question"
"kommunikationstekniken" "communication technologies"
"flygvapnets" "air Force"
"nivåsänkning" "level reduction"
"dygnen" "days"
"hurdan" "how"
"solen_skiner" "the sun shines"
"vårsolen" "spring sunshine"
"meteorologiska" "meteorological"
"hydrologiska" "hydrological"
"väderprognoser" "weather forecasts"
"väderberoende" "weather dependent"
"planerande" "planning"
"unhcrarbete" "unhcrarbete"
"projektmedlen" "project funds"
"sfi" "sFI"
"fnmöjligheter" "fnmöjligheter"
"påskyndats" "accelerated"
"asyllagstiftningen" "asylum legislation"
"utredningsuppdragen" "investigative missions"
"nederlaget" "defeat"
"fnverksamhet" "fnverksamhet"
"konstgjord_andning" "artificial breathing"
"invänt" "objected"
"trotsat" "defied"
"castros" "Castro"
"trottoaren" "sidewalk"
"raketattacker" "rocket attacks"
"blixtbelysning" "flash lighting"
"bege" "go"
"migrationspolitiska" "migration policy"
"ohanterligt" "unmanageable"
"obehaget" "discomfort"
"utredningsprocess" "investigation process"
"planeringsramarna" "planning framework"
"emigranter" "emigrants"
"tankeverksamheten" "the thinking"
"projektform" "project form"
"konkretiseringen" "concretization"
"informationskanaler" "information channels"
"lågor" "flame"
"blodgivning" "blood donation"
"tidsbestämning" "timing"
"skrivmaskin" "typewriter"
"läsarna" "readers"
"sånger" "songs"
"djävla" "damned"
"vikingarna" "the Vikings"
"sjungit" "sung"
"generositeten" "generosity"
"heltidsanställd" "full time employee"
"bagateller" "trifles"
"bröstar" "bröstar"
"hastade" "hastened"
"raketer" "rockets"
"rätts" "legal"
"undanflykt" "subterfuge"
"intagits" "taken"
"bombar" "Bomber"
"förelår" "proposes the"
"misstänkliggöranden" "suspicions"
"slutbetänkanden" "stock reports"
"skyndat" "hastened"
"människovärdigt" "dignified"
"bådeoch" "both"
"spektakulärt" "spectacularly"
"utredningsresultatet" "investigation results"
"ljusskygga" "shady"
"misstolkar" "misinterpret"
"trakasserade" "harassed"
"afrikan" "African"
"batonger" "batons"
"nöjesbranschen" "entertainment industry"
"sociologen" "sociologist"
"barriären" "barrier"
"fallerat" "defaulted"
"svårbegriplig" "arcane"
"krigsliknande" "warlike"
"begravs" "buried"
"snabbprotokoll" "fast protocol"
"bostadskonsumenternas" "residential consumers"
"räddningsaktioner" "bailouts"
"aktieägartillskott" "Shareholder contributions"
"bostadsförsörjning" "housing"
"likabehandlas" "treated equally"
"politikerstyrda" "politician controlled"
"kreditgivarna" "creditors"
"guldkant" "silver lining"
"bostadsrättslägenheter" "condominium apartments"
"räntebidragssystemet" "interest contributions system"
"subventionssystemen" "subsidy schemes"
"bolåneinstitut" "mortgage lenders"
"bruksvärdesprincipen" "cost method"
"bostadsmotion" "housing exercise"
"serviceutbud" "service offering"
"förtätningar" "condensations"
"produktionstakten" "production rate"
"hyreshöjning" "rent increase"
"lånebeloppet" "loan amount"
"felplacerade" "misplaced"
"skönhetsvärden" "natural beauty"
"boendeinflytandet" "accommodation influence"
"boendealternativ" "accommodation"
"trivsamt" "pleasant"
"materialanvändning" "material use"
"bostadssocial" "social housing"
"jäklas" "messing"
"partille" "partille"
"myrdals" "Myrdal"
"framtidsdiskussionen" "future discussion"
"planekonomiska" "CPE"
"hyreslägenhet" "rented apartment"
"rekonstruktioner" "reconstructions"
"årgång" "vintage"
"glesnar" "thins"
"byggföretag" "construction company"
"sökta" "target"
"bidragsansökningar" "grant"
"helårsbasis" "annualized basis"
"utvärderingsgrupp" "evaluation group"
"jordabalken" "Land Code"
"bostadsaktiebolag" "bostadsaktiebolag"
"renhållningen" "refuse collection"
"nappade" "jumped"
"peng" "peng"
"bostadsföretaget" "housing Association"
"bostadskostnad" "housing cost"
"familjebild" "family photo"
"vårdnad" "custody"
"folkbokfört" "people carrying"
"nyansskillnader" "subtleties"
"jämlikhetsfråga" "equality question"
"rymliga" "spacious"
"bostadskostnaden" "housing cost"
"trångbodda" "overcrowded"
"bidragsgrundande" "allowance qualifying"
"hyresvärd" "landlord"
"folkbokförd" "registered"
"bidragstagaren" "beneficiary"
"hyresvärden" "The landlord"
"invandrades" "immigrants"
"integrationsprocess" "integration process"
"utsträcker" "extends"
"svordomar" "profanity"
"könsord" "könsord"
"flyktingbarnen" "refugee children"
"traumatiska_upplevelser" "traumatic experiences"
"arbetskraftsbehovet" "manpower needs"
"frigavs" "released"
"villkorligt" "conditionally"
"utslussningen" "utslussningen"
"musikalisk" "musical"
"hälla" "pour"
"lindkvist" "lindkvist"
"plenisal" "hemicycle"
"utförsäljningarna" "divestments"
"malmberget" "Malmberget"
"risknivån" "risk level"
"malmfälten" "ore fields"
"delägande" "partnership"
"malms" "ore"
"folksam" "folksam"
"slagkraftiga" "impactful"
"enkelbeskattade" "single-rate"
"dubbelbeskattade" "double-rate"
"lönenivåerna" "wage levels"
"match" "match"
"börsnoterat" "listed"
"ägares" "proprietors"
"sommarmånaderna" "summer months"
"vidhöll" "maintained"
"felskrivet" "mistyping"
"uppehållstillstånden" "residence permits"
"tolken" "the interpreter"
"självreglerande" "self-regulating"
"kommerskollegiums" "The National"
"underkastade" "subject"
"advokatsamfundets" "Bar Association"
"yrkesexamen" "Qualification"
"auktoriserad_revisor" "Chartered Accountant"
"revisorsnämnden" "Accountant Board"
"privatiserades" "privatized"
"driftbidrag" "operating grants"
"tillfogat" "added"
"flygindustrin" "aerospace"
"flygföretag" "aviation company"
"air" "air"
"tap" "tap"
"utrikesflyget" "international flights"
"rullbana" "runway"
"bejakande" "affirming"
"arvidsjaurs" "Arvidsjaurs"
"domstolsorganisation" "court Organisation"
"inskrivningsmyndigheterna" "registration authorities"
"domstolskommitte" "domstolskommitte"
"rättsutveckling" "entitled development"
"domstolskommittens" "Court Committee&#39;s"
"domstolskommitten" "court Committee"
"hedenhös" "Hedenhös"
"lördagskväll" "Saturday night"
"sparkade" "kicked"
"skoj" "fun"
"straffmyndig" "criminal responsibility"
"vakter" "guards"
"polisutbildning" "police training"
"parkeringsvakter" "parking guards"
"artar" "artery"
"antroposofiska" "anthroposophic"
"hemkommunerna" "domicile are"
"statsbidrags" "State grant"
"ombetts" "asked"
"handikappolitiskt" "Disability Policy"
"servicebehov" "service needs"
"centrumet" "center"
"folkbokförda" "registered"
"kostnadsövervältring" "the cost of passing"
"kostnadsskillnaderna" "the cost differences"
"inskrivningsverksamheten" "enrollment operations"
"inskrivningsväsendet" "enrollment system"
"datorsystem" "computer system"
"notarierna" "notaries"
"familjerätt" "family law"
"associationsrätt" "company law"
"livsnödvändigt" "vital"
"kapitaliserade" "capitalized"
"uppgiftsfördelning" "distribution of tasks"
"hyresgästers" "tenants"
"kommunalekonomiskt" "municipal economically"
"nackahem" "nackahem"
"kapitaliseras" "capitalized"
"otänkbar" "unthinkable"
"kontantinsats" "down payment"
"skandia" "Skandia"
"familjebostäder" "family homes"
"bostadsförsörjningsprogram" "housing program"
"bostadsefterfrågan" "housing demand"
"fenomenala" "phenomenal"
"bostadsdepartementet" "housing department"
"frånsäga" "from say"
"vassaste" "sharpest"
"bostadsstiftelser" "housing foundations"
"socialbostäder" "social housing"
"kommunstyrelseordföranden" "municipality Chairman"
"åstorp" "åstorp"
"markaryd" "Markaryd"
"langby" "Langby"
"vaxholm" "vaxholm"
"inhägnade" "fenced"
"omhändertagits" "taken into custody"
"notarieutbildningen" "notary training"
"notarie" "clerk"
"kassereglerna" "bag rules"
"dyrast" "most expensive"
"allmännyttigt" "public good"
"rättstradition" "legal tradition"
"arvsrätt" "inheritance rights"
"notarier" "notaries"
"telefonsvarare" "answering machine"
"inskrivningsmyndigheten" "registration authority"
"händelsernas" "events"
"brottmålen" "criminal cases"
"familjemål" "family matters"
"måltyper" "target types"
"ordningsstörningar" "disturbances"
"polismannens" "police officer"
"lördagskvällar" "Saturday nights"
"veckosluten" "weekends"
"läktarna" "grandstands"
"tidsenligt" "timely"
"skumraskaffärer" "rackets"
"maktutövningen" "exercise of power"
"regelboken" "rulebook"
"uppståndelsen" "resurrection"
"granskningsbetänkanden" "audit reports"
"budgetlag" "Finance"
"författningarna" "constitutions"
"ackumulerats" "accumulated"
"verkställande_direktörerna" "CEOs"
"oman" "Oman"
"kompletteringsleveranser" "completing deliveries"
"tänjt" "stretched"
"ombildning" "rearrangement"
"licensavtal" "license"
"näringslivsintressen" "business interests"
"sossarna" "Social Democrats"
"pinnhål" "notch"
"vapendragare" "squire"
"henrik_westander" "Henrik Westander"
"exportkontrollrådet" "Export Control Council"
"vapenexportfrågan" "arms question"
"kuutfrågning" "kuutfrågning"
"jävsregler" "Conflict of interest policy"
"vägföreningen" "Road Association"
"annandag_pingst" "Whit Monday"
"states" "states"
"fördragsbrott" "infringement"
"fördragstexten" "treaty text"
"viljes" "humored"
"ekofin" "ECOFIN"
"asocial" "antisocial"
"frigjord" "released"
"utnämningspolitik" "appointment policy"
"rekryteringarna" "recruitments"
"förläningar" "fiefdoms"
"ämbeten" "office"
"partibok" "party card"
"ferm" "fermentation"
"torsten" "Torsten"
"regimskiften" "regime change"
"politiserad" "politicized"
"fruktlösa" "fruitless"
"statsförbund" "federation"
"emufrågan" "emufrågan"
"oschyst" "oschyst"
"tillväxtmotor" "growth engine"
"sextiotal" "sixty"
"myndighetschefer" "agency heads"
"myndighetscheferna" "agency heads"
"havens" "seas"
"grundförutsättningarna" "basic conditions"
"bötesbeloppet" "fines"
"vattenföroreningsavgiften" "water pollution fee"
"rederiet" "shipping company"
"fälld" "precipitated"
"kustkommun" "coast municipality"
"havsmiljö" "marine environment"
"tvättade" "washed"
"deponeringen" "deposit"
"östkusten" "East Coast"
"fackfolk" "professionals"
"miljöbrottslingarna" "environmental culprits"
"överåklagare" "prosecutor"
"kuststater" "coastal states"
"tvistlösningsmekanismen" "dispute Settlement mechanism"
"redaren" "shipowner"
"bötesstraff" "fines"
"bötesstraffet" "penalty"
"borda" "board"
"upptäckta" "detected"
"böterna" "fines"
"boten" "The cure"
"paketlösning" "package deal"
"berglind" "berglind"
"regeringsombildning" "Government reshuffle"
"omvald" "reelected"
"oljetransporterna" "oil shipments"
"slutspurten" "final sprint"
"visbykonferensen" "Visby Conference"
"summeringen" "summation"
"handfallna" "perplexed"
"könsstympas" "mutilated"
"arbetsdagar" "days"
"kvinnodiskriminering" "discrimination against women"
"diskriminerades" "discriminated"
"drop" "drop"
"idea" "Idea"
"oecdbiståndskommitte" "oecdbiståndskommitte"
"jämställdhetsdiskussionen" "gender discussion"
"oberoendemålet" "independent target"
"kolonialmakterna" "the colonial powers"
"fattiges" "needy"
"pappret" "paper"
"paraguay" "Paraguay"
"mary_robinson" "mary Robinson"
"gro_harlem_brundtland" "Gro Harlem Brundtland"
"rangordnas" "ranked"
"matförsörjning" "food supply"
"sönerna" "sons"
"skuldfria" "debt free"
"tävlingarna" "races"
"sportsliga" "sporting"
"idrottstävling" "sports competition"
"plussat" "plussat"
"plusresultat" "plus results"
"krasst" "crassly"
"arrangemanget" "arrangement"
"funktionärer" "officials"
"olympiska_spelen" "the Olympic Games"
"delegaterna" "delegates"
"omprioriteringarna" "refocusing of the priorities"
"arrangören" "promoter"
"fullgörande" "fulfillment"
"inkomstgaranti" "guaranteed income"
"breddidrotten" "for sport"
"idrottsarrangemangen" "sports event"
"bortaplan" "away from home"
"förbytas" "transforming"
"inkomstgarantin" "income guarantee"
"behållning" "balance"
"riksidrottsmötet" "national sports meeting"
"paralympics" "Paralympics"
"revisionsbyråer" "accounting firms"
"partsinlaga" "party pleading"
"förbigångna" "fleeced"
"hettan" "heat"
"städ" "anvil"
"stenkast" "steps"
"montreal" "montreal"
"arrangörer" "organizers"
"värdskap" "host"
"kandiderade" "candidate"
"seoul" "seoul"
"alternativkostnaden" "opportunity cost"
"urgröpning" "erosion"
"utsmetning" "Smears"
"folkmun" "popularly"
"idrottare" "athletes"
